"year","species","BBmsy","FFmsy"
2019,"SOL_17",0.925239219875349,1.24120431647914
2019,"SOL_17",0.806834936516978,1.23146391679475
2019,"SOL_17",0.894148208120356,1.25601376400035
2019,"SOL_17",0.885323682051898,1.16706861789168
2019,"SOL_17",0.916319459556393,1.07285228385597
2019,"SOL_17",0.841731460437659,1.2141172000968
2019,"SOL_17",0.765537304020976,1.89313188149934
2019,"SOL_17",0.91688507536079,1.38512088433582
2019,"SOL_17",0.976625360687746,1.05767688340624
2019,"SOL_17",0.90599747989947,1.57681141304489
2019,"SOL_17",0.8918951370885,1.25234214537093
2019,"SOL_17",0.800169776032001,1.58456526180306
2019,"SOL_17",0.84620229589079,1.04630361117016
2019,"SOL_17",0.833409539953924,1.10053237513646
2019,"SOL_17",0.964394333301993,1.41577749731079
2019,"SOL_17",0.949479660852046,1.1586467778203
2019,"SOL_17",1.00090663631249,1.45835959031187
2019,"SOL_17",0.92853604834146,1.01836541267282
2019,"SOL_17",0.801754999890865,1.43840881256649
2019,"SOL_17",0.855359941831181,1.23032297807875
2019,"SOL_17",0.869786891918827,1.12876924126096
2019,"SOL_17",0.939563615402076,1.49895234913201
2019,"SOL_17",0.924041302580345,1.28623340713367
2019,"SOL_17",0.894058180544777,0.852522351072431
2019,"SOL_17",0.943550309230508,1.06210010830426
2019,"SOL_17",0.804865490050042,1.03137166930382
2019,"SOL_17",0.824589071694262,1.45123527974504
2019,"SOL_17",1.02172496013114,1.10954775851843
2019,"SOL_17",0.831182047727455,1.38120455862051
2019,"SOL_17",0.908444704489416,1.14987373049049
2019,"SOL_17",0.930484177329034,1.30542819643118
2019,"SOL_17",0.868182646372802,1.46494446185007
2019,"SOL_17",1.01284887738192,1.26009054040201
2019,"SOL_17",0.869144560225991,1.70766029133451
2019,"SOL_17",0.42435912495927,2.60369780308032
2019,"SOL_17",0.88244350972577,1.17770849341086
2019,"SOL_17",0.850547247260799,0.934452741333453
2019,"SOL_17",0.947140031071817,0.922420479218431
2019,"SOL_17",0.921175192400382,1.11177828796768
2019,"SOL_17",0.903203972133826,1.32660396001891
2019,"SOL_17",0.870227850087074,1.00768784532356
2019,"SOL_17",0.797990161730621,1.29215298008214
2019,"SOL_17",0.870196327090695,0.879963085907174
2019,"SOL_17",0.940960133804943,1.0387469819909
2019,"SOL_17",0.853713757003906,1.06831884922953
2019,"SOL_17",0.822279052942357,1.43865159014664
2019,"SOL_17",0.819110535473442,1.4050927560652
2019,"SOL_17",0.946368674036798,0.854389879212057
2019,"SOL_17",0.776750042627336,1.33322903680686
2019,"SOL_17",0.740894566848774,1.90621411750716
2019,"SOL_17",0.89942446419131,1.10064093623392
2019,"SOL_17",0.899333730478595,1.27615149549346
2019,"SOL_17",1.18299210540096,0.812663097370551
2019,"SOL_17",1.08598531913331,0.806047982151384
2019,"SOL_17",0.888410772673568,1.0554894848721
2019,"SOL_17",0.961387880663919,1.16390381566049
2019,"SOL_17",0.885688399703993,1.24989001718745
2019,"SOL_17",0.989873904398155,1.15872999091634
2019,"SOL_17",0.878376403587435,1.53970200549814
2019,"SOL_17",1.05615221353774,1.08273216317731
2019,"SOL_17",1.00258641891824,0.796910458925047
2019,"SOL_17",0.945602920931112,1.17101993365609
2019,"SOL_17",0.944722931540135,1.14711988518684
2019,"SOL_17",0.892585032581131,1.08528681615379
2019,"SOL_17",0.860630829275568,1.1175961625998
2019,"SOL_17",0.81167898848427,1.15189749049978
2019,"SOL_17",0.989881024726799,0.861034674186065
2019,"SOL_17",0.826115104589162,1.22822752800669
2019,"SOL_17",0.949928960938188,1.01171530232118
2019,"SOL_17",0.937387937527845,0.805647193470369
2019,"SOL_17",0.94110290235193,1.36862743964366
2019,"SOL_17",0.945737347045491,1.10129292713133
2019,"SOL_17",0.882098375875067,1.04305337865533
2019,"SOL_17",1.05648585513468,1.07452868455727
2019,"SOL_17",1.0214600275492,1.07200860597778
2019,"SOL_17",0.759712965039809,1.17040132129786
2019,"SOL_17",1.00860030503436,1.05917541331764
2019,"SOL_17",0.751231004522639,2.28891524264744
2019,"SOL_17",0.865403111733001,1.28246806588738
2019,"SOL_17",1.07123630452503,0.954604015344258
2019,"SOL_17",1.02084696707623,1.04520753751255
2019,"SOL_17",1.01982437731897,1.03637602854124
2019,"SOL_17",0.903270617645283,1.03056141329786
2019,"SOL_17",0.71474439893241,1.2908409082026
2019,"SOL_17",0.859068890891467,1.05393613320425
2019,"SOL_17",0.89136257335787,1.19157259497527
2019,"SOL_17",0.831364573485634,1.1837538426434
2019,"SOL_17",0.940730265045964,1.27456012414777
2019,"SOL_17",0.93944091567208,1.15452518288275
2019,"SOL_17",1.02458434052436,1.09391573312817
2019,"SOL_17",0.798138663153682,1.61011324057372
2019,"SOL_17",0.689066949226251,1.47325631706185
2019,"SOL_17",0.905616885444519,1.16966840394695
2019,"SOL_17",0.882120524179568,1.48285004422162
2019,"SOL_17",0.793973542458254,1.54283723440113
2019,"SOL_17",0.826339772647647,1.57060190766358
2019,"SOL_17",1.03322435290022,1.03322851656732
2019,"SOL_17",0.93635676589972,1.05296799248302
2019,"SOL_17",0.910557510229754,1.015687572268
2019,"SOL_17",0.979282507470812,1.00852830707261
2019,"SOL_17",1.03201290705799,1.04260559496567
2019,"SOL_17",0.782950951706378,1.78555550081928
2019,"SOL_17",1.02838029049776,0.933117512026516
2019,"SOL_17",0.72469422824677,1.70330838722015
2019,"SOL_17",1.03350917912065,0.84563229856997
2019,"SOL_17",0.915243466030439,1.31405943322871
2019,"SOL_17",0.793140247491928,1.41831682619949
2019,"SOL_17",1.05710614437547,1.28106887978298
2019,"SOL_17",0.845468688048729,1.27409704390075
2019,"SOL_17",0.690450851978639,1.98701660154351
2019,"SOL_17",0.878682628793649,1.31032700193633
2019,"SOL_17",1.03220987037539,1.38764717605103
2019,"SOL_17",0.856034945748011,1.47305637530363
2019,"SOL_17",0.977211252295873,1.04765592698887
2019,"SOL_17",0.917570235470811,1.09567131081288
2019,"SOL_17",1.00538803428981,0.97054008717658
2019,"SOL_17",0.642143383876951,1.90169788321157
2019,"SOL_17",0.86403997415569,1.32826957825017
2019,"SOL_17",0.968911122703897,1.28465898769474
2019,"SOL_17",0.993405949471117,0.865975170214916
2019,"SOL_17",0.664351683802515,1.59049366857087
2019,"SOL_17",0.915675281438855,1.10520162145626
2019,"SOL_17",0.803128487170264,1.41715643241849
2019,"SOL_17",0.997100019668811,1.18804683095365
2019,"SOL_17",1.04891176992587,1.28403797706835
2019,"SOL_17",0.944114592009472,1.27255694147992
2019,"SOL_17",0.821208535043761,1.29739200740216
2019,"SOL_17",0.960388741916067,0.897503835483611
2019,"SOL_17",0.896992317303159,1.02811874216112
2019,"SOL_17",0.936339837790777,0.899272242808249
2019,"SOL_17",0.380705591029568,4.43913061184719
2019,"SOL_17",0.630014850750692,1.96832603430045
2019,"SOL_17",0.867332091006401,1.58675908911092
2019,"SOL_17",1.15518028652869,0.947647233146388
2019,"SOL_17",0.915559943239745,1.20787071216563
2019,"SOL_17",0.788307489056947,1.62926820933584
2019,"SOL_17",0.979062200560724,1.53137034551523
2019,"SOL_17",0.852232147367602,1.2315687858646
2019,"SOL_17",0.882970586748446,0.972896648970563
2019,"SOL_17",0.73018700673349,1.87526257976701
2019,"SOL_17",0.944664623752643,1.09536822978639
2019,"SOL_17",0.996240331416532,1.26881501179798
2019,"SOL_17",0.903827178281892,1.05359145228849
2019,"SOL_17",0.893095824278864,1.47435576639878
2019,"SOL_17",0.895517072243216,1.34917221370249
2019,"SOL_17",0.894266049318485,0.657729268187268
2019,"SOL_17",0.80338928610563,1.38469788440594
2019,"SOL_17",1.00770277860918,0.870848677798045
2019,"SOL_17",0.932115683992513,1.21231833031598
2019,"SOL_17",0.893607490738671,1.38221402185333
2019,"SOL_17",0.990392353782353,0.982246970368615
2019,"SOL_17",0.915931082960251,0.875233247134168
2019,"SOL_17",0.7313406091431,1.10795903486355
2019,"SOL_17",0.749370266457219,1.46138936862258
2019,"SOL_17",0.895235454165542,1.65309444632068
2019,"SOL_17",0.878579750624615,1.47257664541346
2019,"SOL_17",0.668957557173339,1.40277236325974
2019,"SOL_17",0.791929074045857,1.36186886432599
2019,"SOL_17",0.882454440997061,1.54338535193529
2019,"SOL_17",0.86076972071461,0.892726985906241
2019,"SOL_17",0.964414104447005,0.975327544018274
2019,"SOL_17",0.945840286477828,1.1686587264097
2019,"SOL_17",0.95730051113585,1.24307897962772
2019,"SOL_17",0.892249757863063,1.43300475264634
2019,"SOL_17",0.860306360900847,1.34146509546545
2019,"SOL_17",0.981314089763535,1.09538239177446
2019,"SOL_17",0.825252936473254,1.34624122607665
2019,"SOL_17",1.0552683952745,0.947255885828343
2019,"SOL_17",0.728906525991809,1.55528490777273
2019,"SOL_17",0.938461665544081,0.860653283660115
2019,"SOL_17",1.01113643890971,1.21938693492699
2019,"SOL_17",0.691285300506898,1.56014257788489
2019,"SOL_17",0.574385802838588,1.89685290599521
2019,"SOL_17",0.839124727924991,1.05312142252517
2019,"SOL_17",0.685047858549367,1.61377240658891
2019,"SOL_17",0.949196328753392,1.44185200374638
2019,"SOL_17",0.873592542549305,1.1001496049977
2019,"SOL_17",0.847091696558177,1.48163508580175
2019,"SOL_17",0.825302418515376,1.78885460390069
2019,"SOL_17",0.624611691967029,1.48459852643647
2019,"SOL_17",1.0028853047028,1.20943900972233
2019,"SOL_17",0.87144668167768,1.2055913967295
2019,"SOL_17",0.998765497267838,0.893694711112876
2019,"SOL_17",0.831273538380788,1.23052801652693
2019,"SOL_17",0.766883908754607,1.53153947834018
2019,"SOL_17",0.941450879421016,0.812215761238823
2019,"SOL_17",0.872369960364816,1.13132331310597
2019,"SOL_17",0.831117148517747,0.947575498853921
2019,"SOL_17",0.907361296490697,1.32310286912486
2019,"SOL_17",0.98021799449011,1.33006153833726
2019,"SOL_17",0.916334728006779,1.13424603497606
2019,"SOL_17",0.978260590963353,1.09409551680586
2019,"SOL_17",0.910424062827102,1.80607313094056
2019,"SOL_17",1.0043461540073,0.972835735524304
2019,"SOL_17",0.809759189457694,1.29605597219486
2019,"SOL_17",0.816133875782749,1.35728998340314
2019,"SOL_17",0.71106255192648,1.30125663217325
2019,"SOL_17",0.698792274100293,1.52853442425654
2019,"SOL_17",0.942029043831293,1.09955526031025
2019,"SOL_17",0.840371045355427,1.37775685698361
2019,"SOL_17",0.802771275886578,1.77015173626847
2019,"SOL_17",0.922152333913211,1.61781645535618
2019,"SOL_17",0.683502509389754,1.19491710587331
2019,"SOL_17",0.739903873575687,1.49373637137186
2019,"SOL_17",0.921529024104197,1.23561644601754
2019,"SOL_17",0.970286348199358,1.16760284671261
2019,"SOL_17",0.883358813228432,0.872523484400773
2019,"SOL_17",0.895752581986551,1.24888745106459
2019,"SOL_17",1.02363739075364,1.30567556808435
2019,"SOL_17",0.973818664114648,1.15232008984901
2019,"SOL_17",0.972207622717087,1.26211214067329
2019,"SOL_17",0.953616391649849,1.19056897120685
2019,"SOL_17",1.07832267141626,0.928437483007125
2019,"SOL_17",0.881019861285921,0.994651158114074
2019,"SOL_17",0.823369829774774,1.23843380965884
2019,"SOL_17",0.977202175130266,1.09468955097729
2019,"SOL_17",0.868345251605661,1.37837778744647
2019,"SOL_17",0.958775708310549,0.888341261369521
2019,"SOL_17",0.958765281099299,1.46317108673933
2019,"SOL_17",0.888345183664199,0.847386066471157
2019,"SOL_17",0.945880643723858,1.08927793196487
2019,"SOL_17",1.10726751878669,1.27930340766543
2019,"SOL_17",0.909697154244876,1.66527167579254
2019,"SOL_17",0.882905414585481,1.08873774910489
2019,"SOL_17",0.920607925384781,0.993849508295634
2019,"SOL_17",0.977360573986099,0.901390878786643
2019,"SOL_17",0.902718628289447,0.915884666801204
2019,"SOL_17",0.819464969298557,1.18045548003707
2019,"SOL_17",0.977636256117678,1.21425074383597
2019,"SOL_17",0.8096219454405,1.35995953950208
2019,"SOL_17",0.928995428068271,1.21855232151851
2019,"SOL_17",0.688469720482922,2.13897584602446
2019,"SOL_17",0.825606926298751,1.31233519595772
2019,"SOL_17",0.874017912747846,1.39735955698185
2019,"SOL_17",0.97704965394279,0.862725355355753
2019,"SOL_17",0.975631064366519,0.865998968313325
2019,"SOL_17",0.585742948741344,2.47635607938946
2019,"SOL_17",0.746038153060315,1.58790460026679
2019,"SOL_17",0.869434659753115,1.48760751621045
2019,"SOL_17",0.894663057831129,1.39083669648567
2019,"SOL_17",0.850366699888801,1.24146073096001
2019,"SOL_17",0.914119750374092,1.19930553005375
2019,"SOL_17",0.817255048350141,0.987007886643202
2019,"SOL_17",1.04006018746913,1.06818255719627
2019,"SOL_17",0.906902553776942,1.35448702139825
2019,"SOL_17",1.10787856293542,0.920377949633166
2019,"SOL_17",0.922125018929915,1.06958735903532
